User Input,Response,sentiment
i saw it twelve times.,i saw it eight times.,neutral
i saw it eight times.,i have the dvd.,neutral
i have the dvd.,so do i.,neutral
so do i.,let's go to your home.,neutral
let's go to your home.,we can watch my dvd.,neutral
we can watch my dvd.,and then we can go to my home.,neutral
and then we can go to my home.,and watch your dvd.,neutral
and watch your dvd.,i always cry at the end.,neutral
i always cry at the end.,me too. it's so sad.,negative
let's play cards.,i don't know any card games.,neutral
i don't know any card games.,i'll teach you one.,neutral
i'll teach you one.,okay. what will you teach me?,neutral
okay. what will you teach me?,it's called poker.,neutral
it's called poker.,is it easy to learn?,neutral
is it easy to learn?,"yes, it will only take about 30 minutes.",positive
"yes, it will only take about 30 minutes.",okay. teach me how to play.,neutral
okay. teach me how to play.,we each get five cards.,neutral
we each get five cards.,"oh, look. i have four tens.",neutral
"oh, look. i have four tens.","that's great, but you're not supposed to tell me.",neutral
"that's great, but you're not supposed to tell me.","oh. sorry. okay, i don't have four tens.",positive
i'm a good card player.,why is that?,positive
why is that?,because i watch the other players.,neutral
because i watch the other players.,what do you mean?,neutral
what do you mean?,people will tell you if they have a good hand.,neutral
people will tell you if they have a good hand.,how do they do that?,positive
how do they do that?,"for example, a friend of mine licks his lips.",neutral
"for example, a friend of mine licks his lips.","when he licks his lips, you know he has a good hand?",neutral
"when he licks his lips, you know he has a good hand?","i know he has a good hand, so i don't bet.",positive
"i know he has a good hand, so i don't bet.",he never wins your money?,positive
he never wins your money?,"nope, and it drives him crazy.",neutral
"nope, and it drives him crazy.",he knows you can't read his mind. maybe he thinks you're cheating.,negative
"turn the radio down, please.",but i'm listening to it.,neutral
but i'm listening to it.,"well, listen to it more quietly.",neutral
"well, listen to it more quietly.",i can't wait till i grow up.,positive
i can't wait till i grow up.,what will you do?,neutral
what will you do?,i will play the radio as loud as i want.,neutral
i will play the radio as loud as i want.,that's okay with me.,neutral
that's okay with me.,i will have a radio in every room of my house.,neutral
i will have a radio in every room of my house.,remind me to never visit you.,neutral
remind me to never visit you.,all the radios will be on extra loud.,neutral
all the radios will be on extra loud.,your neighbors will hate you.,positive
your neighbors will hate you.,"if they don't like it, they can move.",negative
i hope i win the lotto.,your chances are very small.,positive
your chances are very small.,but you can't win if you don't play.,neutral
but you can't win if you don't play.,ha! you can't win if you do play.,neutral
ha! you can't win if you do play.,someone has to win.,neutral
someone has to win.,that's what everyone says.,neutral
that's what everyone says.,it might as well be me.,neutral
it might as well be me.,that's what everyone says.,suicide
that's what everyone says.,you're trying to tell me something.,neutral
you're trying to tell me something.,that didn't take long.,neutral
that didn't take long.,you think i should quit playing.,neutral
you think i should quit playing.,save your money for school.,neutral
what's on tv?,nothing much.,neutral
nothing much.,what about the baseball game?,negative
what about the baseball game?,it got rained out.,neutral
it got rained out.,rained out?,neutral
rained out?,"yes, rained out.",neutral
"yes, rained out.",how could that be?,neutral
how could that be?,"well, you can't play baseball in a rainstorm.",neutral
"well, you can't play baseball in a rainstorm.",i thought they were playing under a dome.,neutral
i thought they were playing under a dome.,the dome doesn't close.,neutral
the dome doesn't close.,why doesn't it close?,neutral
why doesn't it close?,who knows? they said they'll fix it before next season.,neutral
can i try your coffee?,sure. here you go.,neutral
sure. here you go.,"hmm, that's not bad.",neutral
"hmm, that's not bad.",there's nothing in it.,negative
there's nothing in it.,what do you mean?,suicide
what do you mean?,"i mean, it's just coffee.",neutral
"i mean, it's just coffee.",i figured that.,neutral
i figured that.,it's not too bitter for you?,neutral
it's not too bitter for you?,"it's a little bitter, but it's okay.",neutral
"it's a little bitter, but it's okay.",there's no sugar or cream in it.,neutral
there's no sugar or cream in it.,"no, it's a taste you have to get used to.",neutral
"no, it's a taste you have to get used to.",sort of like beer.,negative
let's take a walk.,what's the weather like?,neutral
what's the weather like?,let me step outside and see.,negative
let me step outside and see.,"it's a little chilly, right?",neutral
"it's a little chilly, right?","yes, it is.",neutral
"yes, it is.",i'll put on my cap.,neutral
i'll put on my cap.,"wear a jacket, too.",neutral
"wear a jacket, too.",i wonder if i should bring my gloves.,neutral
i wonder if i should bring my gloves.,"maybe you should, just in case it gets colder.",neutral
"maybe you should, just in case it gets colder.",i'll put a glove in each pocket.,neutral
i'll put a glove in each pocket.,we'll get warmer as we walk.,neutral
we'll get warmer as we walk.,"yes, but it gets colder as the sun goes down.",neutral
look at the car chase on tv!,that driver is crazy.,neutral
that driver is crazy.,i can't believe he hasn't crashed.,negative
i can't believe he hasn't crashed.,how fast is he going?,negative
how fast is he going?,they say he's going 80 miles per hour.,neutral
they say he's going 80 miles per hour.,he's going to kill someone.,neutral
he's going to kill someone.,look! he just hit that car.,suicide
look! he just hit that car.,"oh, my goodness. no one is safe on the streets.",negative
"oh, my goodness. no one is safe on the streets.",now he's slowing down.,positive
now he's slowing down.,maybe he ran out of gas.,neutral
maybe he ran out of gas.,look! he just got out of the car and started running.,negative
look! he just got out of the car and started running.,i hope the police catch him.,neutral
